ID,Excel行,设计单元ID,单元,位置标签,注入位置,故障类型,适用频率,事件触发条件,负载,计数基准,建议样本量,SDC%,Crash%,Timeout%,Masked%,仿真器断言崩溃占比%,潜伏期（commit序号）,污染扇出数,为什么这么设计（精简）
E068,R69,D20,Int Rename,空闲表头/尾指针·单比特翻转,Free List 头/尾指针,单比特翻转,F1,—（不涉及事件触发）,CoreMark,运行计数,2000 次运行,,,,,,,,介于 「RAT映射字段·单比特翻转」 和 「空闲表·重复分配(固定间隔)」（重复分配）效应之间，预期结果分布是二者的混合
E069,R70,D21,Int Rename,空闲表头/尾指针·双比特翻转,Free List 头/尾指针,双比特翻转,F0,—（不涉及事件触发）,CoreMark,运行计数,2000 次运行,,,,,,,,指针字段位宽窄（128 项对应 7 位），双比特翻转造成的偏移量通常更大，预期比 「空闲表头/尾指针·单比特翻转」 更容易越出合法索引范围而触发崩溃，SDC 概率不一定高于 「空闲表头/尾指针·单比特翻转」
E070,R71,D22,Int Rename,空闲表头/尾指针·卡死,Free List 头/尾指针,卡死（结构化）,F5,—（不涉及事件触发）,CoreMark,运行计数,2000 次运行,,,,,,,,卡死一位会让指针的移动轨迹产生系统性的固定偏差（比如永远跳过某个区间、或在某个范围内循环），比瞬态翻转（「空闲表头/尾指针·单比特翻转」/「空闲表头/尾指针·双比特翻转」）更容易造成持续性的重复分配或越界，预期 SDC/Crash 的时间分布上更集中，但没有强先验说明总体概率会明显偏离翻转版本
E071,R72,D22,Int Rename,空闲表头/尾指针·卡死,Free List 头/尾指针,卡死（结构化）,F5,—（不涉及事件触发）,长依赖链压力核,运行计数,2000 次运行,,,,,,,,卡死一位会让指针的移动轨迹产生系统性的固定偏差（比如永远跳过某个区间、或在某个范围内循环），比瞬态翻转（「空闲表头/尾指针·单比特翻转」/「空闲表头/尾指针·双比特翻转」）更容易造成持续性的重复分配或越界，预期 SDC/Crash 的时间分布上更集中，但没有强先验说明总体概率会明显偏离翻转版本
E072,R73,D23,Int Rename,重命名检查点·单比特翻转,重命名恢复检查点（若 gem5 用 checkpoint 机制保存 RAT 快照；具体机制需先核实 src/cpu/o3/rename.cc 再定）,单比特翻转,—（不适用固定间隔）,检查点建立后到被消费（误预测恢复或释放）之间的窗口内,分支误预测密集核,事件覆盖计数,覆盖≥2000次目标事件,,,,,,,,如果 gem5 确实用 checkpoint 机制，预期这类故障只在误预测发生时才暴露，平时完全沉默——是本方案里「潜伏期最长」的候选位置之一
E073,R74,D24,Int Rename,重命名检查点·双比特翻转,重命名恢复检查点,双比特翻转,—（不适用固定间隔）,检查点建立后到被消费之间的窗口内,分支误预测密集核,事件覆盖计数,覆盖≥2000次目标事件,,,,,,,,同 「重命名检查点·单比特翻转」 的逻辑，双比特版本用来检验检查点字段在多位同时错误时是否更容易绕过潜在的一致性检查（如果 gem5 实现里有类似机制）
E074,R75,D25,Int Dispatch/ROB,ROB的PC字段·单比特翻转,ROB 项的 PC 字段,单比特翻转,F0,—（不涉及事件触发）,CoreMark,运行计数,2000 次运行,"0.00 [0.00,0.19]","0.00 [0.00,0.19]","0.00 [0.00,0.19]","100.00 [99.81,100.00]","0.00 [0.00,0.19]",n/a,n/a,预期复现 TC'23 结果：SDC≈0%，几乎全部在 commit 前触发依赖检查失败→Crash
E075,R76,D25,Int Dispatch/ROB,ROB的PC字段·单比特翻转,ROB 项的 PC 字段,单比特翻转,F0,—（不涉及事件触发）,Embench,运行计数,2000 次运行,"0.00 [0.00,0.19]","0.00 [0.00,0.19]","0.00 [0.00,0.19]","100.00 [99.81,100.00]","0.00 [0.00,0.19]",n/a,n/a,预期复现 TC'23 结果：SDC≈0%，几乎全部在 commit 前触发依赖检查失败→Crash
E076,R77,D26,Int Dispatch/ROB,ROB的PC字段·双比特翻转,ROB 项的 PC 字段,双比特翻转,F0,—（不涉及事件触发）,CoreMark,运行计数,2000 次运行,,,,,,,,TC'23 未测过双比特版本，没有对照数字，预期方向同 「ROB的PC字段·单比特翻转」（依赖检查依然会拦截大部分情形），但双比特是否存在「两个比特恰好凑成另一个合法 PC」的边缘情形需要实验验证
E077,R78,D26,Int Dispatch/ROB,ROB的PC字段·双比特翻转,ROB 项的 PC 字段,双比特翻转,F0,—（不涉及事件触发）,Embench,运行计数,2000 次运行,,,,,,,,TC'23 未测过双比特版本，没有对照数字，预期方向同 「ROB的PC字段·单比特翻转」（依赖检查依然会拦截大部分情形），但双比特是否存在「两个比特恰好凑成另一个合法 PC」的边缘情形需要实验验证
E078,R79,D26,Int Dispatch/ROB,ROB的PC字段·双比特翻转,ROB 项的 PC 字段,双比特翻转,F1,—（不涉及事件触发）,CoreMark,运行计数,2000 次运行,,,,,,,,TC'23 未测过双比特版本，没有对照数字，预期方向同 「ROB的PC字段·单比特翻转」（依赖检查依然会拦截大部分情形），但双比特是否存在「两个比特恰好凑成另一个合法 PC」的边缘情形需要实验验证
E079,R80,D26,Int Dispatch/ROB,ROB的PC字段·双比特翻转,ROB 项的 PC 字段,双比特翻转,F1,—（不涉及事件触发）,Embench,运行计数,2000 次运行,,,,,,,,TC'23 未测过双比特版本，没有对照数字，预期方向同 「ROB的PC字段·单比特翻转」（依赖检查依然会拦截大部分情形），但双比特是否存在「两个比特恰好凑成另一个合法 PC」的边缘情形需要实验验证
E080,R81,D27,Int Dispatch/ROB,ROB的PC字段·卡死,ROB 项的 PC 字段,卡死（结构化）,F5,—（不涉及事件触发）,CoreMark,运行计数,2000 次运行,,,,,,,,依赖检查逐次读取时都会生效，不会因为错误从瞬态变成持续而失效，预期这行的 SDC 概率仍然接近「ROB的PC字段·单比特翻转」的低概率结果——这行的价值主要是确认「依赖检查对持久性故障同样有效」这个论断，不是预期挖出新的 SDC
E081,R82,D27,Int Dispatch/ROB,ROB的PC字段·卡死,ROB 项的 PC 字段,卡死（结构化）,F5,—（不涉及事件触发）,Embench,运行计数,2000 次运行,,,,,,,,依赖检查逐次读取时都会生效，不会因为错误从瞬态变成持续而失效，预期这行的 SDC 概率仍然接近「ROB的PC字段·单比特翻转」的低概率结果——这行的价值主要是确认「依赖检查对持久性故障同样有效」这个论断，不是预期挖出新的 SDC
E082,R83,D28,Int Dispatch/ROB,ROB的寄存器标识符字段·单比特翻转,ROB 项的目的寄存器标识符字段（架构或物理号）,单比特翻转,F0,—（不涉及事件触发）,CoreMark,运行计数,2000 次运行,"0.00 [0.00,0.19]","0.00 [0.00,0.19]","100.00 [99.81,100.00]","0.00 [0.00,0.19]","0.00 [0.00,0.19]",n/a,n/a,预期复现 TC'23 结果：SDC≈0%
E083,R84,D28,Int Dispatch/ROB,ROB的寄存器标识符字段·单比特翻转,ROB 项的目的寄存器标识符字段（架构或物理号）,单比特翻转,F0,—（不涉及事件触发）,Embench,运行计数,2000 次运行,"0.00 [0.00,0.19]","0.00 [0.00,0.19]","100.00 [99.81,100.00]","0.00 [0.00,0.19]","0.00 [0.00,0.19]",n/a,n/a,预期复现 TC'23 结果：SDC≈0%
E084,R85,D29,Int Dispatch/ROB,ROB的寄存器标识符字段·双比特翻转,ROB 项的目的寄存器标识符字段,双比特翻转,F0,—（不涉及事件触发）,CoreMark,运行计数,2000 次运行,,,,,,,,寄存器标识符字段窄（7 位），双比特翻转后仍落在合法已分配范围的概率高于 PC 字段的 「ROB的PC字段·双比特翻转」，预期 SDC 概率略高于 「ROB的PC字段·双比特翻转」，可与之做窄字段/宽字段的横向对比
E085,R86,D29,Int Dispatch/ROB,ROB的寄存器标识符字段·双比特翻转,ROB 项的目的寄存器标识符字段,双比特翻转,F0,—（不涉及事件触发）,Embench,运行计数,2000 次运行,,,,,,,,寄存器标识符字段窄（7 位），双比特翻转后仍落在合法已分配范围的概率高于 PC 字段的 「ROB的PC字段·双比特翻转」，预期 SDC 概率略高于 「ROB的PC字段·双比特翻转」，可与之做窄字段/宽字段的横向对比
E086,R87,D29,Int Dispatch/ROB,ROB的寄存器标识符字段·双比特翻转,ROB 项的目的寄存器标识符字段,双比特翻转,F1,—（不涉及事件触发）,CoreMark,运行计数,2000 次运行,,,,,,,,寄存器标识符字段窄（7 位），双比特翻转后仍落在合法已分配范围的概率高于 PC 字段的 「ROB的PC字段·双比特翻转」，预期 SDC 概率略高于 「ROB的PC字段·双比特翻转」，可与之做窄字段/宽字段的横向对比
E087,R88,D29,Int Dispatch/ROB,ROB的寄存器标识符字段·双比特翻转,ROB 项的目的寄存器标识符字段,双比特翻转,F1,—（不涉及事件触发）,Embench,运行计数,2000 次运行,,,,,,,,寄存器标识符字段窄（7 位），双比特翻转后仍落在合法已分配范围的概率高于 PC 字段的 「ROB的PC字段·双比特翻转」，预期 SDC 概率略高于 「ROB的PC字段·双比特翻转」，可与之做窄字段/宽字段的横向对比
E088,R89,D30,Int Dispatch/ROB,ROB的寄存器标识符字段·换值,ROB 项的目的寄存器标识符字段,换值（结构化）,F0,—（不涉及事件触发）,CoreMark,运行计数,2000 次运行,,,,,,,,预期 SDC 概率明显高于 「ROB的PC字段·单比特翻转」/「ROB的寄存器标识符字段·单比特翻转」，因为绕开了依赖检查——和 「RAT映射字段·换值(固定间隔)」 一起构成「Rename 和 ROB 两层都验证同一个绕过机制」的交叉证据
E089,R90,D30,Int Dispatch/ROB,ROB的寄存器标识符字段·换值,ROB 项的目的寄存器标识符字段,换值（结构化）,F0,—（不涉及事件触发）,GAP,运行计数,2000 次运行,,,,,,,,预期 SDC 概率明显高于 「ROB的PC字段·单比特翻转」/「ROB的寄存器标识符字段·单比特翻转」，因为绕开了依赖检查——和 「RAT映射字段·换值(固定间隔)」 一起构成「Rename 和 ROB 两层都验证同一个绕过机制」的交叉证据
E090,R91,D30,Int Dispatch/ROB,ROB的寄存器标识符字段·换值,ROB 项的目的寄存器标识符字段,换值（结构化）,F1,—（不涉及事件触发）,CoreMark,运行计数,2000 次运行,,,,,,,,预期 SDC 概率明显高于 「ROB的PC字段·单比特翻转」/「ROB的寄存器标识符字段·单比特翻转」，因为绕开了依赖检查——和 「RAT映射字段·换值(固定间隔)」 一起构成「Rename 和 ROB 两层都验证同一个绕过机制」的交叉证据
E091,R92,D30,Int Dispatch/ROB,ROB的寄存器标识符字段·换值,ROB 项的目的寄存器标识符字段,换值（结构化）,F1,—（不涉及事件触发）,GAP,运行计数,2000 次运行,,,,,,,,预期 SDC 概率明显高于 「ROB的PC字段·单比特翻转」/「ROB的寄存器标识符字段·单比特翻转」，因为绕开了依赖检查——和 「RAT映射字段·换值(固定间隔)」 一起构成「Rename 和 ROB 两层都验证同一个绕过机制」的交叉证据
E092,R93,D31,Int Dispatch/ROB,ROB的寄存器标识符字段·卡死,ROB 项的目的寄存器标识符字段（架构或物理号）,卡死（结构化）,F5,—（不涉及事件触发）,CoreMark,运行计数,2000 次运行,,,,,,,,同「ROB的PC字段·卡死」的逻辑，预期 SDC 概率仍然接近对应翻转版本的低概率结果
E093,R94,D31,Int Dispatch/ROB,ROB的寄存器标识符字段·卡死,ROB 项的目的寄存器标识符字段（架构或物理号）,卡死（结构化）,F5,—（不涉及事件触发）,Embench,运行计数,2000 次运行,,,,,,,,同「ROB的PC字段·卡死」的逻辑，预期 SDC 概率仍然接近对应翻转版本的低概率结果
E094,R95,D32,Int Dispatch/ROB,ROB的done位·提前置位(固定间隔),ROB 项的 done/completed 状态位——该字段本身为单比特控制位，无多比特版本,状态（结构化）：提前置位,F1,—（不涉及事件触发）,CoreMark,运行计数,2000 次运行,,,,,,,,预期是 Int Dispatch/ROB 里 SDC 概率最高的位置：done 位不参与依赖检查（依赖检查看的是寄存器号是否可用，不看指令是否真的算完），预期能大量产生「合法但结果错」的 SDC
E095,R96,D32,Int Dispatch/ROB,ROB的done位·提前置位(固定间隔),ROB 项的 done/completed 状态位——该字段本身为单比特控制位，无多比特版本,状态（结构化）：提前置位,F1,—（不涉及事件触发）,ROB 填满核,运行计数,2000 次运行,,,,,,,,预期是 Int Dispatch/ROB 里 SDC 概率最高的位置：done 位不参与依赖检查（依赖检查看的是寄存器号是否可用，不看指令是否真的算完），预期能大量产生「合法但结果错」的 SDC
E096,R97,D32,Int Dispatch/ROB,ROB的done位·提前置位(固定间隔),ROB 项的 done/completed 状态位——该字段本身为单比特控制位，无多比特版本,状态（结构化）：提前置位,F2,—（不涉及事件触发）,CoreMark,运行计数,2000 次运行,,,,,,,,预期是 Int Dispatch/ROB 里 SDC 概率最高的位置：done 位不参与依赖检查（依赖检查看的是寄存器号是否可用，不看指令是否真的算完），预期能大量产生「合法但结果错」的 SDC
E097,R98,D32,Int Dispatch/ROB,ROB的done位·提前置位(固定间隔),ROB 项的 done/completed 状态位——该字段本身为单比特控制位，无多比特版本,状态（结构化）：提前置位,F2,—（不涉及事件触发）,ROB 填满核,运行计数,2000 次运行,,,,,,,,预期是 Int Dispatch/ROB 里 SDC 概率最高的位置：done 位不参与依赖检查（依赖检查看的是寄存器号是否可用，不看指令是否真的算完），预期能大量产生「合法但结果错」的 SDC
E098,R99,D33,Int Dispatch/ROB,ROB的done位·提前置位(事件触发),ROB 项的 done/completed 状态位——该字段本身为单比特控制位，无多比特版本,状态（结构化）：提前置位,—（不适用固定间隔）,ROB 占用超过 80%（约 102/128 项）,ROB 填满核,事件覆盖计数,覆盖≥2000次目标事件,,,,,,,,预期是 Int Dispatch/ROB 里 SDC 概率最高的位置：done 位不参与依赖检查（依赖检查看的是寄存器号是否可用，不看指令是否真的算完），预期能大量产生「合法但结果错」的 SDC；精确瞄准「ROB 快满」这个窗口，预期比固定间隔版更高效地命中该场景
E099,R100,D34,Int Dispatch/ROB,ROB的done位·延迟置位(固定间隔),ROB 项的 done/completed 状态位——该字段本身为单比特控制位，无多比特版本,状态（结构化）：延迟置位,F1,—（不涉及事件触发）,ROB 填满核,运行计数,2000 次运行,,,,,,,,预期主导结果是 Timeout（ROB 被单个卡住的项堵死，后续全部无法提交），SDC 概率很低
E100,R101,D35,Int Dispatch/ROB,ROB的done位·延迟置位(事件触发),ROB 项的 done/completed 状态位——该字段本身为单比特控制位，无多比特版本,状态（结构化）：延迟置位,—（不适用固定间隔）,ROB 占用超过 80%,ROB 填满核,事件覆盖计数,覆盖≥2000次目标事件,,,,,,,,预期主导结果是 Timeout（ROB 被单个卡住的项堵死，后续全部无法提交），SDC 概率很低；精确瞄准「ROB 快满」这个窗口，预期比固定间隔版更高效地命中该场景
E101,R102,D36,Int Dispatch/ROB,ROB的旧物理寄存器字段·单比特翻转,ROB 项的 old-physical-register 字段（squash 回滚要用）,单比特翻转,—（不适用固定间隔）,commit 阶段处理异常/分支误预测导致的 squash 时触发,GAP,事件覆盖计数,覆盖≥2000次目标事件,,,,,,,,平时注入无效果（该字段只在 squash 路径上被读取），预期是本方案里潜伏期最长的位置之一；一旦命中 squash 事件，预期能直接污染回滚后的架构状态，SDC 概率较高
E102,R103,D37,Int Dispatch/ROB,ROB的旧物理寄存器字段·双比特翻转,ROB 项的 old-physical-register 字段,双比特翻转,—（不适用固定间隔）,commit 阶段处理异常/分支误预测导致的 squash 时触发,GAP,事件覆盖计数,覆盖≥2000次目标事件,,,,,,,,同 「ROB的旧物理寄存器字段·单比特翻转」 逻辑，双比特版本用于对照该字段的窄字段（7 位物理寄存器号）多比特敏感性
E103,R104,D38,Int Dispatch/ROB,ROB的旧物理寄存器字段·换值,ROB 项的 old-physical-register 字段（squash 回滚要用）,换值（结构化）,—（不适用固定间隔）,commit 阶段处理异常/分支误预测导致的 squash 时触发,GAP,事件覆盖计数,覆盖≥2000次目标事件,,,,,,,,该字段和「RAT映射字段」「ROB的寄存器标识符字段」是同一类多比特物理寄存器号字段，随机翻转（见「ROB的旧物理寄存器字段·单比特翻转」/「ROB的旧物理寄存器字段·双比特翻转」）大概率落到空闲表里的号，squash 时依赖检查失败直接崩溃；换成另一个活跃寄存器号后，squash 会错误释放/覆盖一个正在用的寄存器，预期 SDC 概率明显高于随机翻转版本
E104,R105,D39,Int Dispatch/ROB,ROB的旧物理寄存器字段·卡死,ROB 项的 old-physical-register 字段（squash 回滚要用）,卡死（结构化）,F5,—（不涉及事件触发）,GAP,事件覆盖计数,覆盖≥2000次目标事件,,,,,,,,和「ROB的旧物理寄存器字段·换值」不同：这行是「翻转」性质的卡死，不保证换到的号是活跃寄存器，预期效应更接近「ROB的旧物理寄存器字段·单比特翻转」而不是「ROB的旧物理寄存器字段·换值」；价值在于验证「持久缺陷+多次 squash 反复命中」是否比「单次瞬态命中一次 squash」更容易观察到累积效应
E105,R106,D40,Int Dispatch/ROB,ROB项整体·读到旧数据,ROB 项（PC、寄存器标识符、old-phys 等字段构成的整条记录）——这里模拟的是整条记录没被真正清空覆盖，不是某一个字段单独出错,错位拼接（结构化）：读到旧数据,—（不适用固定间隔）,该 ROB 槽位被新指令分派写入覆盖的瞬间,CoreMark,事件覆盖计数,覆盖≥2000次目标事件,,,,,,,,旧记录本身在它自己的生命周期里是完全合法、已经被正确处理过的数据，不会触发任何依赖检查失败——这是本方案里唯一能绕开「TC'23 式依赖检查」这道屏障、又不需要专门构造换值目标的机制，预期 SDC 概率很高
E106,R107,D40,Int Dispatch/ROB,ROB项整体·读到旧数据,ROB 项（PC、寄存器标识符、old-phys 等字段构成的整条记录）——这里模拟的是整条记录没被真正清空覆盖，不是某一个字段单独出错,错位拼接（结构化）：读到旧数据,—（不适用固定间隔）,该 ROB 槽位被新指令分派写入覆盖的瞬间,Embench,事件覆盖计数,覆盖≥2000次目标事件,,,,,,,,旧记录本身在它自己的生命周期里是完全合法、已经被正确处理过的数据，不会触发任何依赖检查失败——这是本方案里唯一能绕开「TC'23 式依赖检查」这道屏障、又不需要专门构造换值目标的机制，预期 SDC 概率很高
E107,R108,D41,Int Dispatch/ROB,ROB头指针·单比特翻转,ROB 头指针（下一个待 commit 位置）,单比特翻转,F0,—（不涉及事件触发）,CoreMark,运行计数,2000 次运行,,,,,,,,预期多数触发 gem5 内部一致性检查（如果存在）直接 Crash；少数指针错位后仍落在合法范围内的情形可能导致乱序提交，产生 SDC
E108,R109,D42,Int Dispatch/ROB,ROB头指针·双比特翻转,ROB 头指针,双比特翻转,F0,—（不涉及事件触发）,CoreMark,运行计数,2000 次运行,,,,,,,,128 项对应 7 位指针字段，双比特翻转造成的位置偏移通常更大，预期越界概率高于 「ROB头指针·单比特翻转」，Crash 占比预期更高
E109,R110,D43,Int Dispatch/ROB,ROB头指针·卡死,ROB 头指针（下一个待 commit 位置）,卡死（结构化）,F5,—（不涉及事件触发）,CoreMark,运行计数,2000 次运行,,,,,,,,同「空闲表头/尾指针·卡死」的逻辑在 ROB 头指针上的复现，预期效应模式相近
E110,R111,D44,Int Dispatch/ROB,ROB尾指针·单比特翻转,ROB 尾指针（下一个待分配位置）,单比特翻转,F0,—（不涉及事件触发）,CoreMark,运行计数,2000 次运行,,,,,,,,预期效应接近 「空闲表·重复分配(固定间隔)」（Free List 重复分配）：可能导致新分配的 ROB 项覆盖仍在用的项，产生数据损坏类 SDC
E111,R112,D45,Int Dispatch/ROB,ROB尾指针·双比特翻转,ROB 尾指针,双比特翻转,F0,—（不涉及事件触发）,CoreMark,运行计数,2000 次运行,,,,,,,,同 「ROB头指针·双比特翻转」 的逻辑在尾指针上的复现
E112,R113,D46,Int Dispatch/ROB,ROB尾指针·卡死,ROB 尾指针（下一个待分配位置）,卡死（结构化）,F5,—（不涉及事件触发）,CoreMark,运行计数,2000 次运行,,,,,,,,同「ROB头指针·卡死」的逻辑在尾指针上的复现
E113,R114,D47,Int Dispatch/ROB,Int IQ的ready位·提前置位,Int Issue Queue（64 项）项的 ready 位——该字段本身为单比特控制位，无多比特版本,状态（结构化）：提前置位,F1,—（不涉及事件触发）,CoreMark,运行计数,2000 次运行,,,,,,,,预期 SDC 概率较高，逻辑与 「ROB的done位·提前置位(固定间隔)」（done 位提前置位）同源，都是「状态位撒谎导致下游读到未完成的数据」这一类结构化故障的代表
E114,R115,D47,Int Dispatch/ROB,Int IQ的ready位·提前置位,Int Issue Queue（64 项）项的 ready 位——该字段本身为单比特控制位，无多比特版本,状态（结构化）：提前置位,F1,—（不涉及事件触发）,Embench,运行计数,2000 次运行,,,,,,,,预期 SDC 概率较高，逻辑与 「ROB的done位·提前置位(固定间隔)」（done 位提前置位）同源，都是「状态位撒谎导致下游读到未完成的数据」这一类结构化故障的代表
E115,R116,D47,Int Dispatch/ROB,Int IQ的ready位·提前置位,Int Issue Queue（64 项）项的 ready 位——该字段本身为单比特控制位，无多比特版本,状态（结构化）：提前置位,F2,—（不涉及事件触发）,CoreMark,运行计数,2000 次运行,,,,,,,,预期 SDC 概率较高，逻辑与 「ROB的done位·提前置位(固定间隔)」（done 位提前置位）同源，都是「状态位撒谎导致下游读到未完成的数据」这一类结构化故障的代表
E116,R117,D47,Int Dispatch/ROB,Int IQ的ready位·提前置位,Int Issue Queue（64 项）项的 ready 位——该字段本身为单比特控制位，无多比特版本,状态（结构化）：提前置位,F2,—（不涉及事件触发）,Embench,运行计数,2000 次运行,,,,,,,,预期 SDC 概率较高，逻辑与 「ROB的done位·提前置位(固定间隔)」（done 位提前置位）同源，都是「状态位撒谎导致下游读到未完成的数据」这一类结构化故障的代表
E117,R118,D48,Int Dispatch/ROB,Int IQ的ready位·永不置位(固定间隔),Int Issue Queue 项的 ready 位——该字段本身为单比特控制位，无多比特版本,状态（结构化）：永不置位,F1,—（不涉及事件触发）,ROB 填满核,运行计数,2000 次运行,,,,,,,,预期主导结果是 Timeout，与 「ROB的done位·延迟置位(固定间隔)」、「空闲表·丢失释放」 同属「资源耗尽」类，用来在 IQ 这一层补齐前兆特征观测
E118,R119,D49,Int Dispatch/ROB,Int IQ的ready位·永不置位(事件触发),Int Issue Queue 项的 ready 位——该字段本身为单比特控制位，无多比特版本,状态（结构化）：永不置位,—（不适用固定间隔）,IQ 占用超过 80%（约 51/64 项）,ROB 填满核,事件覆盖计数,覆盖≥2000次目标事件,,,,,,,,预期主导结果是 Timeout，与 「ROB的done位·延迟置位(固定间隔)」、「空闲表·丢失释放」 同属「资源耗尽」类，用来在 IQ 这一层补齐前兆特征观测；精确瞄准「IQ 快满」这个窗口，预期比固定间隔版更高效地命中该场景
E119,R120,D50,Int Dispatch/ROB,Int IQ的tag字段·换值,Int Issue Queue 项的源操作数 tag 字段（等待哪个物理寄存器就绪）,换值（结构化）,F0,—（不涉及事件触发）,CoreMark,运行计数,2000 次运行,,,,,,,,和 「RAT映射字段·换值(固定间隔)」/「ROB的寄存器标识符字段·换值」 同一思路在 tag 匹配环节的复现，预期能产生 SDC，因为改后的 tag 大概率仍对应一个合法的、有真实数据的物理寄存器
E120,R121,D50,Int Dispatch/ROB,Int IQ的tag字段·换值,Int Issue Queue 项的源操作数 tag 字段（等待哪个物理寄存器就绪）,换值（结构化）,F0,—（不涉及事件触发）,Embench,运行计数,2000 次运行,,,,,,,,和 「RAT映射字段·换值(固定间隔)」/「ROB的寄存器标识符字段·换值」 同一思路在 tag 匹配环节的复现，预期能产生 SDC，因为改后的 tag 大概率仍对应一个合法的、有真实数据的物理寄存器
E121,R122,D50,Int Dispatch/ROB,Int IQ的tag字段·换值,Int Issue Queue 项的源操作数 tag 字段（等待哪个物理寄存器就绪）,换值（结构化）,F1,—（不涉及事件触发）,CoreMark,运行计数,2000 次运行,,,,,,,,和 「RAT映射字段·换值(固定间隔)」/「ROB的寄存器标识符字段·换值」 同一思路在 tag 匹配环节的复现，预期能产生 SDC，因为改后的 tag 大概率仍对应一个合法的、有真实数据的物理寄存器
E122,R123,D50,Int Dispatch/ROB,Int IQ的tag字段·换值,Int Issue Queue 项的源操作数 tag 字段（等待哪个物理寄存器就绪）,换值（结构化）,F1,—（不涉及事件触发）,Embench,运行计数,2000 次运行,,,,,,,,和 「RAT映射字段·换值(固定间隔)」/「ROB的寄存器标识符字段·换值」 同一思路在 tag 匹配环节的复现，预期能产生 SDC，因为改后的 tag 大概率仍对应一个合法的、有真实数据的物理寄存器
E123,R124,D51,Int Dispatch/ROB,Int IQ的tag字段·单比特翻转,Int Issue Queue（64 项）项的源操作数 tag 字段（等待哪个物理寄存器就绪）,单比特翻转,F0,—（不涉及事件触发）,CoreMark,运行计数,2000 次运行,,,,,,,,tag 字段本身没有类似寄存器号的稀疏合法性约束（tag 只是一个索引数字，翻转后大概率仍指向一个存在的物理寄存器位置），预期和「Int IQ的tag字段·换值」效果接近，不会像 opcode 那样出现翻转/换值的明显落差——这行的价值是给「换值」提供一个对照基线，验证这个字段是否真的需要专门的结构化模型，还是翻转已经够用
E124,R125,D51,Int Dispatch/ROB,Int IQ的tag字段·单比特翻转,Int Issue Queue（64 项）项的源操作数 tag 字段（等待哪个物理寄存器就绪）,单比特翻转,F0,—（不涉及事件触发）,Embench,运行计数,2000 次运行,,,,,,,,tag 字段本身没有类似寄存器号的稀疏合法性约束（tag 只是一个索引数字，翻转后大概率仍指向一个存在的物理寄存器位置），预期和「Int IQ的tag字段·换值」效果接近，不会像 opcode 那样出现翻转/换值的明显落差——这行的价值是给「换值」提供一个对照基线，验证这个字段是否真的需要专门的结构化模型，还是翻转已经够用
E125,R126,D51,Int Dispatch/ROB,Int IQ的tag字段·单比特翻转,Int Issue Queue（64 项）项的源操作数 tag 字段（等待哪个物理寄存器就绪）,单比特翻转,F1,—（不涉及事件触发）,CoreMark,运行计数,2000 次运行,,,,,,,,tag 字段本身没有类似寄存器号的稀疏合法性约束（tag 只是一个索引数字，翻转后大概率仍指向一个存在的物理寄存器位置），预期和「Int IQ的tag字段·换值」效果接近，不会像 opcode 那样出现翻转/换值的明显落差——这行的价值是给「换值」提供一个对照基线，验证这个字段是否真的需要专门的结构化模型，还是翻转已经够用
E126,R127,D51,Int Dispatch/ROB,Int IQ的tag字段·单比特翻转,Int Issue Queue（64 项）项的源操作数 tag 字段（等待哪个物理寄存器就绪）,单比特翻转,F1,—（不涉及事件触发）,Embench,运行计数,2000 次运行,,,,,,,,tag 字段本身没有类似寄存器号的稀疏合法性约束（tag 只是一个索引数字，翻转后大概率仍指向一个存在的物理寄存器位置），预期和「Int IQ的tag字段·换值」效果接近，不会像 opcode 那样出现翻转/换值的明显落差——这行的价值是给「换值」提供一个对照基线，验证这个字段是否真的需要专门的结构化模型，还是翻转已经够用
E127,R128,D52,Int Dispatch/ROB,Int IQ的tag字段·双比特翻转,Int Issue Queue（64 项）项的源操作数 tag 字段,双比特翻转,F0,—（不涉及事件触发）,CoreMark,运行计数,2000 次运行,,,,,,,,同「Int IQ的tag字段·单比特翻转」的逻辑，双比特版本补齐单/双比特对照
E128,R129,D52,Int Dispatch/ROB,Int IQ的tag字段·双比特翻转,Int Issue Queue（64 项）项的源操作数 tag 字段,双比特翻转,F0,—（不涉及事件触发）,Embench,运行计数,2000 次运行,,,,,,,,同「Int IQ的tag字段·单比特翻转」的逻辑，双比特版本补齐单/双比特对照
E129,R130,D53,Int Dispatch/ROB,Int IQ的tag字段·卡死,Int Issue Queue（64 项）项的源操作数 tag 字段,卡死（结构化）,F5,—（不涉及事件触发）,CoreMark,运行计数,2000 次运行,,,,,,,,预期效应接近「Int IQ的tag字段·单比特翻转」；价值在于 IQ 项占用时间通常比 ROB 项短，卡死效应在这类短生命周期结构上是否还能积累出可观测的持续性影响，需要实验验证
E130,R131,D53,Int Dispatch/ROB,Int IQ的tag字段·卡死,Int Issue Queue（64 项）项的源操作数 tag 字段,卡死（结构化）,F5,—（不涉及事件触发）,Embench,运行计数,2000 次运行,,,,,,,,预期效应接近「Int IQ的tag字段·单比特翻转」；价值在于 IQ 项占用时间通常比 ROB 项短，卡死效应在这类短生命周期结构上是否还能积累出可观测的持续性影响，需要实验验证
